x,y
head back directly along this straight route,4
backtrack along the backward narrow line without turning,4
retreat in the direct path on this straight course,4
reverse straight along this direct narrow line,4
move directly backward without turning along the path,4
head back along this narrow path without deviation,4
backtrack without turning on this direct straight path,4
retreat backward directly in the narrow line,4
step backward on this narrow straight route,4
walk back without deviation on the same path,4
move backward in the straight narrow direction,4
head directly along this backward narrow course,4
backtrack along this direct narrow line,4
retreat in the backward narrow path without turn,4
reverse without deviation along this narrow route,4
move back directly in this backward line,4
head straight along this narrow backward path,4
backtrack without deviation on this narrow route,4
retreat directly on this backward narrow line,4
step straight on this direct backward path,4
walk back in the same narrow direction along the path,4
move directly in the narrow backward direction,4
head back on this straight narrow path without turn,4
backtrack along the direct path on this narrow line,4
retreat along the narrow course without deviation,4
reverse back on this narrow straight path without turning,4
move backward on this narrow straight route without deviation,4
head directly in the straight backward direction,4
backtrack along the narrow course without turning,4
retreat back on the narrow straight line,4
step backward on the straight path without turning,4
walk directly backward in the same narrow line,4
move back without deviation along this straight path,4
head along the narrow backward path without turn,4
backtrack directly on the straight narrow route,4
retreat straight on the direct narrow line without deviation,4
reverse along this straight narrow path without turning,4
move directly along the backward narrow path without deviation,4
head back on the narrow straight course without turn,4
backtrack without deviation along the straight narrow line,4
retreat on this direct narrow path without deviation,4
step back on the narrow straight route without turning,4
walk backward along this narrow straight path without turn,4
move in the backward direction along the narrow line,4
head back on the direct straight path without deviation,4
backtrack directly along this narrow straight route,4
retreat along the narrow path without deviation,4
reverse directly on the backward narrow line without turn,4
move backward in the same narrow straight direction,4
head along the direct narrow backward path without deviation,4
backtrack directly along the narrow path without deviation,4
retreat backward along the narrow line without turning,4
step directly on the narrow backward path without deviation,4
walk back along this direct narrow route without turning,4
make a left turn at this intersection,5
turn left at the next junction,5
take a left turn at the crossroads,5
veer left at the following intersection,5
make a left at the traffic signal,5
steer left at the next intersection,5
turn left onto the upcoming street,5
take a left at the stop sign,5
turn left at the next corner,5
veer left at the next available turn,5
turn left at the intersection ahead,5
make a left turn at the next crossroad,5
turn left at the upcoming intersection,5
take a left at the next light,5
veer left onto the approaching street,5
make a left at the next available turn,5
turn left at the next roundabout,5
take a left turn at the next traffic circle,5
turn left onto the upcoming avenue,5
make a left turn at the next stoplight,5
veer left at the next traffic signal,5
turn left at the next intersection you see,5
take a left turn at the upcoming light,5
make a left at the next intersection you find,5
turn left at the upcoming street you approach,5
veer left at the next available street,5
turn left onto the approaching road,5
take a left turn at the next intersection,5
make a left at the next street you reach,5
turn left at the upcoming corner you find,5
veer left at the upcoming intersection,5
turn left at the next road you come across,5
take a left at the approaching traffic light,5
make a left turn onto the upcoming street,5
turn left at the next crossroad you encounter,5
veer left onto the next street you find,5
turn left at the approaching intersection,5
take a left turn at the upcoming crossroad,5
make a left at the next corner you reach,5
turn left at the approaching roundabout,5
veer left onto the next road you encounter,5
turn left at the next traffic light you see,5
take a left at the next intersection you approach,5
make a left turn onto the approaching avenue,5
turn left at the next corner you come across,5
veer left onto the next avenue you approach,5
turn left at the next crossroad you find,5
take a left at the upcoming traffic light,5
make a left turn at the approaching road,5
turn left at the next road you reach,5
veer left onto the approaching crossroad,5
turn left at the next traffic circle you encounter,5
take a left at the upcoming street you find,5
make a left turn at the next road you come across,5
turn left at the approaching traffic circle,5
veer left onto the next road you reach,5
turn left at the next intersection you encounter,5
take a left turn at the next corner you see,5
make a left at the next intersection you come across,5
turn left at the approaching traffic light,5
veer left onto the next crossroad you encounter,5
turn left at the next traffic signal you see,5
take a left at the next intersection you find,5
make a left turn at the upcoming roundabout,5
turn left at the next corner you approach,5
veer left onto the next road you approach,5
turn left at the next traffic circle you reach,5
take a left at the approaching intersection,5
make a left turn at the next available intersection,5
turn left at the upcoming road you encounter,5
veer left onto the approaching street you see,5
turn left at the next traffic signal you find,5
take a left at the next intersection you reach,5
make a left turn at the approaching corner,5
turn left at the next crossroad you approach,5
veer left onto the next road you find,5
turn left at the upcoming intersection you encounter,5
take a left turn at the next available road,5
make a left at the upcoming traffic circle,5
turn left at the next corner you see,5
veer left onto the approaching road you encounter,5
turn left at the next traffic signal you reach,5
take a left at the next intersection you encounter,5
make a left turn at the next available corner,5
turn left at the upcoming road you approach,5
veer left onto the next street you see,5
turn left at the next intersection you see,5
take a left turn at the approaching crossroad,5
make a left at the next available road you find,5
make a left turn at the upcoming crossroads,5
turn left at the approaching traffic circle,5
take a left at the next road intersection,5
veer left onto the next available road,5
make a left turn at the next available street,5
turn left at the upcoming roundabout ahead,5
take a left at the next available intersection,5
veer left onto the next street you see,5
turn left at the next available road junction,5
make a left turn at the next corner you encounter,5
take a left at the next traffic signal you reach,5
turn left onto the next available crossroad,5
veer left at the next intersection you see,5
make a left turn at the approaching intersection,5
turn left at the upcoming traffic signal,5
take a left turn at the next corner you approach,5
veer left onto the next road you encounter,5
turn left at the approaching traffic signal,5
make a left turn at the next available road junction,5
take a left at the upcoming intersection you find,5
turn left onto the next approaching road,5
veer left at the next available intersection,5
make a left turn at the next approaching crossroad,5
turn left at the next traffic light you reach,5
take a left turn at the next intersection you see,5
veer left onto the upcoming road you encounter,5
turn left at the next corner you come across,5
make a left turn at the next available intersection,5
take a left at the upcoming crossroad you approach,5
turn left onto the next street you find,5
veer left at the next corner you encounter,5
turn left at the approaching intersection you see,5
make a left turn at the next road you come across,5
take a left at the next intersection you encounter,5
turn left onto the next available street you see,5
veer left at the next approaching intersection,5
make a left turn at the next road you encounter,5
take a left at the upcoming intersection you reach,5
turn left at the next available traffic signal,5
veer left onto the next intersection you approach,5
make a left turn at the upcoming road you encounter,5
turn left at the next crossroad you see,5
take a left at the approaching intersection you find,5
veer left onto the upcoming intersection you approach,5
make a left turn at the next traffic signal you find,5
turn left at the next available intersection you reach,5
take a left at the upcoming corner you encounter,5
turn left onto the next intersection you find,5
veer left at the next available road you approach,5
make a left turn at the upcoming traffic signal you reach,5
take a left turn at the next available intersection you see,5
turn left onto the next approaching street you reach,5
veer left at the upcoming road intersection you encounter,5
make a left turn at the next corner you see,5
turn left at the next available traffic light you approach,5
take a left at the upcoming intersection you encounter,5
veer left onto the approaching road you find,5
turn left at the next intersection you approach,5
make a left turn at the approaching intersection you reach,5
take a left at the next traffic light you encounter,5
turn left onto the next available corner you approach,5
veer left at the upcoming intersection you find,5
make a left turn at the next available intersection you reach,5
turn left at the approaching traffic signal you see,5
take a left at the next intersection you see,5
turn left onto the next approaching intersection you encounter,5
veer left at the upcoming corner you approach,5
make a left turn at the next intersection you find,5
take a left turn at the approaching road you encounter,5
turn left at the next available intersection you encounter,5
veer left onto the upcoming road you approach,5
turn left at the next available traffic circle you see,5
make a left turn at the next approaching road you encounter,5
take a left at the next traffic signal you see,5
veer left onto the approaching intersection you reach,5
turn left at the next corner you encounter,5
make a left turn at the upcoming road you approach,5
take a left turn at the next traffic circle you find,5
turn left onto the next available intersection you find,5
veer left at the next intersection you encounter,5
make a left turn at the next approaching intersection,5
turn left at the approaching intersection you encounter,5
take a left at the upcoming intersection you approach,5
turn left onto the next available traffic light you encounter,5
veer left at the next approaching corner you reach,5
make a left turn at the next intersection you reach,5
take a left turn at the upcoming intersection you see,5
turn left at the next traffic signal you encounter,5
veer left onto the approaching road you see,5
make a left turn at the next corner you reach,5
take a left at the upcoming intersection you find,5
turn left onto the next available intersection you see,5
veer left at the next available corner you encounter,5
turn left at the approaching traffic signal you encounter,5
make a left turn at the next intersection you see,5
take a left turn at the next available intersection you reach,5
turn left at the upcoming intersection you encounter,5
veer left onto the next intersection you encounter,5
make a left turn at the upcoming road you reach,5
take a left at the next intersection you reach,5
turn left onto the next available intersection you encounter,5
veer left at the next approaching road you see,5
turn left at the next approaching intersection you encounter,5
make a left turn at the next intersection you find,5
take a left turn at the upcoming intersection you reach,5
turn left at the next available intersection you see,5
veer left onto the upcoming road you find,5
make a left turn at the next traffic signal you reach,5
turn left at the upcoming intersection you see,5
take a left at the approaching intersection you encounter,5
turn left onto the next available traffic signal you reach,5
veer left at the next corner you find,5
make a left turn at the next road you reach,5
take a left turn at the next intersection you encounter,5
turn left at the upcoming road you reach,5
veer left onto the next available intersection you encounter,5
make a left turn at the next intersection you encounter,5
take a left at the upcoming intersection you reach,5
turn left at the next approaching intersection you find,5
veer left at the next available traffic signal you reach,5
turn left onto the upcoming intersection you see,5
make a left turn at the approaching intersection you encounter,5
take a left at the next corner you find,5
turn left at the upcoming road intersection you encounter,5
veer left at the next approaching intersection you find,5
make a left turn at the next intersection you approach,5
take a left turn at the approaching intersection you reach,5
turn left onto the next available road you reach,5
veer left at the next available traffic signal you find,5
make a left turn at the upcoming intersection you encounter,5
take a left at the next intersection you approach,5
turn left at the next traffic signal you find,5
veer left onto the next intersection you find,5
turn left at the next road intersection you see,5
make a left turn at the approaching road you encounter,5
take a left turn at the next available intersection you encounter,5
turn left at the next traffic signal you approach,5
veer left onto the next approaching road you reach,5
make a left turn at the next intersection you see,5
take a left at the upcoming intersection you encounter,5
turn left at the next corner you find,5
veer left at the approaching intersection you encounter,5
turn left onto the next available intersection you reach,5
make a left turn at the next road you encounter,5
take a left turn at the upcoming intersection you reach,5
turn left at the approaching intersection you reach,5
veer left onto the next available road you find,5
turn left at the next approaching intersection you approach,5
make a left turn at the next intersection you approach,5
take a left at the upcoming intersection you see,5
turn left at the next traffic signal you reach,5
veer left onto the next approaching intersection you see,5
turn left at the next available road you see,5
make a left turn at the approaching intersection you see,5
take a left turn at the next corner you reach,5
turn left at the upcoming road you approach,5
veer left at the next available traffic signal you see,5
make a left turn at the next approaching intersection,5
take a left at the next intersection you encounter,5
turn left at the approaching road you encounter,5
veer left onto the next intersection you approach,5
turn left at the next available intersection you see,5
make a left turn at the upcoming intersection you see,5
take a left turn at the next traffic signal you see,5
turn left at the next approaching road you encounter,5
veer left onto the next available corner you reach,5
turn left at the next intersection you find,5
make a left turn at the next available road you reach,5
take a left at the upcoming intersection you see,5
turn left at the next traffic signal you reach,5
veer left onto the next road you approach,5
make a left turn at the approaching road you reach,5
take a left turn at the next available intersection you see,5
turn left at the next intersection you encounter,5
veer left onto the next approaching intersection you encounter,5
turn left at the upcoming road you encounter,5
make a left turn at the approaching intersection you find,5
take a left at the next traffic signal you reach,5
turn left at the next corner you see,5
veer left onto the next approaching road you encounter,5
make a left turn at the next intersection you encounter,5
take a left turn at the upcoming intersection you find,5
turn left at the next available road you reach,5
veer left at the approaching intersection you find,5
turn left at the next intersection you reach,5
make a left turn at the next road you see,5
take a left at the approaching intersection you reach,5
turn left at the next traffic signal you encounter,5
veer left onto the upcoming intersection you encounter,5
turn left at the next approaching intersection you see,5
make a left turn at the next corner you see,5
take a left turn at the next traffic light you reach,5
turn left at the next intersection you approach,5
veer left at the next traffic signal you find,5
make a left turn at the upcoming intersection you find,5
take a left at the next road you encounter,5
turn left at the next traffic light you approach,5
veer left onto the approaching intersection you find,5
turn left at the next approaching intersection you see,5
make a left turn at the next intersection you approach,5
take a left turn at the upcoming intersection you encounter,5
turn left at the next available intersection you reach,5
veer left onto the next approaching road you find,5
turn left at the approaching traffic light you reach,5
make a left turn at the next traffic signal you encounter,5
take a left at the next corner you reach,5
turn left at the next intersection you find,5
veer left at the next approaching traffic signal you see,5
make a left turn at the approaching intersection you approach,5
take a left turn at the next available intersection you reach,5
turn left at the next available road you see,5
veer left onto the approaching intersection you see,5
make a left turn at the next road you reach,5
take a left at the approaching intersection you approach,5
turn left at the next available intersection you see,5
veer left at the next road you find,5
turn left at the next available traffic signal you see,5
make a left turn at the approaching road you see,5
take a left turn at the next intersection you find,5
turn left at the next approaching traffic signal you encounter,5
veer left onto the upcoming road you see,5
turn left at the next available intersection you find,5
make a left turn at the approaching traffic signal you encounter,5
take a left at the next available road you reach,5
turn left at the next intersection you encounter,5
veer left at the next approaching intersection you reach,5
make a left turn at the upcoming intersection you see,5
take a left turn at the next road you find,5
turn left at the next traffic signal you find,5
veer left onto the next available intersection you find,5
turn left at the next available intersection you encounter,5
make a left turn at the approaching intersection you see,5
take a left at the next corner you approach,5
turn left at the next road intersection you find,5
veer left at the approaching intersection you reach,5
turn left at the next available traffic signal you encounter,5
make a left turn at the next intersection you encounter,5
take a left turn at the approaching intersection you find,5
turn left at the next approaching road you see,5
veer left onto the upcoming road you find,5
turn left at the next traffic light you see,5
make a left turn at the next intersection you reach,5
take a left at the next available intersection you approach,5
turn left at the next approaching traffic signal you reach,5
veer left onto the next road you reach,5
turn left at the upcoming intersection you see,5
make a left turn at the next corner you find,5
take a left turn at the next intersection you reach,5
turn left at the next traffic light you encounter,5
veer left at the next intersection you find,5
turn left at the next available traffic signal you reach,5
make a left turn at the approaching intersection you encounter,5
take a left at the next approaching road you reach,5
turn left at the next intersection you reach,5
veer left onto the next available intersection you approach,5
make a left turn at the next approaching intersection you reach,5
make a right turn at the upcoming crossroads,6
turn right at the approaching traffic circle,6
take a right at the next road intersection,6
veer right onto the next available road,6
make a right turn at the next available street,6
turn right at the upcoming roundabout ahead,6
take a right at the next available intersection,6
veer right onto the next street you see,6
turn right at the next available road junction,6
make a right turn at the next corner you encounter,6
take a right at the next traffic signal you reach,6
veer right onto the next available crossroad,6
turn right at the next intersection you see,6
make a right turn at the next road you come across,6
take a right at the upcoming intersection you find,6
veer right onto the upcoming road you encounter,6
turn right at the next corner you come across,6
make a right turn at the next available intersection,6
take a right at the upcoming crossroad you approach,6
veer right onto the next intersection you see,6
turn right at the approaching traffic signal,6
make a right turn at the next available road junction,6
take a right at the upcoming intersection you find,6
veer right onto the approaching road you find,6
turn right at the next corner you encounter,6
make a right turn at the next available intersection you reach,6
take a right at the next traffic light you encounter,6
veer right onto the next available corner you find,6
turn right at the next road intersection you approach,6
make a right turn at the upcoming traffic signal you reach,6
take a right turn at the next available intersection you see,6
veer right onto the next intersection you approach,6
turn right at the next approaching road you encounter,6
make a right turn at the next corner you approach,6
take a right at the next intersection you encounter,6
veer right onto the upcoming road you find,6
turn right at the next traffic light you reach,6
make a right turn at the next intersection you approach,6
take a right turn at the upcoming intersection you encounter,6
veer right onto the next approaching intersection,6
turn right at the next available traffic signal,6
make a right turn at the next road you reach,6
take a right at the approaching intersection you approach,6
veer right onto the next available road you reach,6
turn right at the next intersection you approach,6
make a right turn at the approaching road you encounter,6
take a right at the next corner you reach,6
veer right onto the upcoming road intersection you encounter,6
turn right at the next available intersection you see,6
make a right turn at the upcoming intersection you find,6
take a right at the next traffic signal you see,6
veer right onto the approaching intersection you find,6
turn right at the next intersection you find,6
make a right turn at the approaching intersection you see,6
take a right at the upcoming corner you encounter,6
veer right onto the next available traffic signal you approach,6
turn right at the next road you reach,6
make a right turn at the next intersection you reach,6
take a right at the upcoming intersection you reach,6
veer right onto the next approaching road you see,6
turn right at the next traffic light you approach,6
make a right turn at the approaching intersection you reach,6
take a right at the next available intersection you reach,6
veer right onto the upcoming intersection you find,6
turn right at the next corner you approach,6
make a right turn at the next road you see,6
take a right turn at the upcoming intersection you see,6
veer right onto the next available road you approach,6
turn right at the next available traffic circle you see,6
make a right turn at the approaching intersection you approach,6
take a right at the next intersection you see,6
veer right onto the next approaching intersection you encounter,6
turn right at the next road you approach,6
make a right turn at the upcoming road you encounter,6
take a right at the next traffic signal you find,6
veer right onto the next intersection you encounter,6
turn right at the next approaching intersection you reach,6
make a right turn at the next available road you find,6
take a right at the upcoming intersection you approach,6
veer right onto the next corner you encounter,6
turn right at the next available intersection you encounter,6
make a right turn at the approaching road you reach,6
take a right turn at the next intersection you approach,6
veer right onto the upcoming intersection you approach,6
turn right at the next road you reach,6
make a right turn at the next corner you find,6
take a right at the next traffic light you approach,6
veer right onto the next available intersection you approach,6
turn right at the upcoming intersection you find,6
make a right turn at the next intersection you see,6
take a right turn at the approaching intersection you find,6
veer right onto the upcoming road you reach,6
turn right at the next intersection you reach,6
make a right turn at the approaching intersection you find,6
take a right at the next road intersection you see,6
veer right onto the next available traffic signal you approach,6
turn right at the next available intersection you find,6
make a right turn at the upcoming road intersection you encounter,6
take a right at the next traffic signal you encounter,6
veer right onto the next intersection you find,6
turn right at the next approaching intersection you approach,6
make a right turn at the next available road you approach,6
take a right at the upcoming intersection you find,6
veer right onto the approaching intersection you find,6
turn right at the next corner you reach,6
make a right turn at the next available intersection you approach,6
take a right turn at the next road you reach,6
veer right onto the upcoming road intersection you find,6
turn right at the next traffic light you see,6
make a right turn at the next intersection you encounter,6
take a right turn at the approaching intersection you reach,6
veer right onto the next available corner you approach,6
turn right at the next intersection you approach,6
make a right turn at the next road you encounter,6
take a right at the upcoming intersection you encounter,6
veer right onto the next available traffic signal you see,6
turn right at the next available intersection you approach,6
make a right turn at the approaching intersection you encounter,6
take a right at the next corner you reach,6
veer right onto the upcoming intersection you approach,6
turn right at the next road you see,6
make a right turn at the next traffic signal you approach,6
take a right turn at the upcoming intersection you see,6
veer right onto the next intersection you encounter,6
turn right at the next approaching intersection you find,6
make a right turn at the next corner you approach,6
take a right turn at the next available intersection you encounter,6
veer right onto the upcoming road you approach,6
turn right at the next traffic light you reach,6
make a right turn at the approaching intersection you reach,6
take a right at the next available intersection you see,6
veer right onto the next approaching road you see,6
turn right at the next intersection you reach,6
make a right turn at the upcoming intersection you reach,6
take a right at the next road you approach,6
veer right onto the next available traffic signal you find,6
turn right at the next corner you find,6
make a right turn at the next available road you reach,6
take a right at the upcoming intersection you see,6
veer right onto the next approaching intersection you encounter,6
turn right at the next traffic signal you reach,6
make a right turn at the next intersection you find,6
take a right turn at the approaching intersection you approach,6
veer right onto the next available road you find,6
turn right at the next intersection you approach,6
make a right turn at the approaching traffic circle you see,6
take a right at the next road intersection you find,6
veer right onto the upcoming road you reach,6
turn right at the next corner you encounter,6
make a right turn at the next available intersection you reach,6
take a right at the next traffic light you encounter,6
veer right onto the next available corner you find,6
turn right at the next road intersection you approach,6
make a right turn at the upcoming traffic signal you reach,6
take a right turn at the next available intersection you see,6
veer right onto the next intersection you approach,6
turn right at the next approaching road you encounter,6
make a right turn at the next corner you approach,6
take a right at the next intersection you encounter,6
veer right onto the upcoming road you find,6
turn right at the next traffic light you reach,6
make a right turn at the next intersection you approach,6
take a right turn at the upcoming intersection you encounter,6
veer right onto the next approaching intersection,6
turn right at the next available traffic signal,6
make a right turn at the next road you reach,6
take a right at the approaching intersection you approach,6
veer right onto the next available road you reach,6
turn right at the next intersection you reach,6
make a right turn at the approaching intersection you find,6
take a right at the next road intersection you see,6
veer right onto the next available traffic signal you approach,6
turn right at the next available intersection you find,6
make a right turn at the upcoming road intersection you encounter,6
take a right at the next traffic signal you encounter,6
veer right onto the next intersection you find,6
turn right at the next approaching intersection you approach,6
make a right turn at the next available road you approach,6
take a right at the upcoming intersection you find,6
veer right onto the approaching intersection you find,6
turn right at the next corner you reach,6
make a right turn at the next available intersection you approach,6
take a right turn at the next road you reach,6
veer right onto the upcoming road intersection you find,6
turn right at the next traffic light you see,6
make a right turn at the next intersection you encounter,6
take a right turn at the approaching intersection you reach,6
veer right onto the next available corner you approach,6
turn right at the next intersection you approach,6
make a right turn at the next road you encounter,6
take a right at the upcoming intersection you encounter,6
veer right onto the next available traffic signal you see,6
turn right at the next available intersection you approach,6
make a right turn at the approaching intersection you encounter,6
take a right at the next corner you reach,6
veer right onto the upcoming intersection you approach,6
turn right at the next road you see,6
make a right turn at the next traffic signal you approach,6
take a right turn at the upcoming intersection you see,6
veer right onto the next intersection you encounter,6
turn right at the next approaching intersection you find,6
make a right turn at the next corner you approach,6
take a right turn at the next available intersection you encounter,6
veer right onto the upcoming road you approach,6
turn right at the next traffic light you reach,6
make a right turn at the approaching intersection you reach,6
take a right at the next available intersection you see,6
veer right onto the next approaching road you see,6
turn right at the next intersection you reach,6
make a right turn at the approaching intersection you find,6
take a right at the next road intersection you see,6
veer right onto the next available traffic signal you approach,6
turn right at the next available intersection you find,6
make a right turn at the upcoming road intersection you encounter,6
take a right at the next traffic signal you encounter,6
veer right onto the next intersection you find,6
turn right at the next approaching intersection you approach,6
make a right turn at the next available road you approach,6
take a right at the upcoming intersection you find,6
veer right onto the approaching intersection you find,6
turn right at the next corner you reach,6
make a right turn at the next available intersection you approach,6
take a right turn at the next road you reach,6
veer right onto the upcoming road intersection you find,6
turn right at the next traffic light you see,6
make a right turn at the next intersection you encounter,6
take a right turn at the approaching intersection you reach,6
veer right onto the next available corner you approach,6
turn right at the next intersection you approach,6
make a right turn at the next road you encounter,6
take a right at the upcoming intersection you encounter,6
veer right onto the next available traffic signal you see,6
make a right turn,6
turn to the right,6
go right,6
take a right,6
veer right,6
head right,6
bear right,6
go in the right direction,6
make a turn to the right,6
steer right,6
move to the right,6
shift right,6
turn towards the right,6
swerve right,6
move rightward,6
take a rightward turn,6
direct to the right,6
swing to the right,6
navigate right,6
shift towards the right,6
change direction to the right,6
guide right,6
go clockwise,6
lean right,6
proceed in a rightward direction,6
maneuver to the right,6
make a bend to the right,6
drive to the right,6
pivot to the right,6
incline to the right,6
curve right,6
direct rightward,6
turn on the right side,6
move in a rightward direction,6
swivel to the right,6
shift to the right,6
bend towards the right,6
go towards the right,6
proceed rightward,6
veer off to the right,6
go off to the right,6
drive right,6
lean towards the right,6
make a sharp right,6
take a right turn at the corner,6
turn right at the intersection,6
go to the right,6
take a right bend,6
shift rightward,6
make a rightward turn,6
pivot towards the right,6
change course to the right,6
direct right,6
proceed to the right,6
steer to the right,6
drive in the direction of the right,6
make a right-hand turn,6
go in the direction of the right,6
head in the rightward direction,6
navigate to the right,6
take a rightward direction,6
swerve towards the right,6
move towards the right,6
veer off to your right,6
shift to the right side,6
turn right at the next corner,6
proceed by turning right,6
make a turn towards the right side,6
move in the direction of the right,6
direct your path to the right,6
go to your right,6
lean your course right,6
move your course to the right,6
direct to the right side,6
shift your position to the right,6
bend in the right direction,6
direct yourself towards the right,6
go to the right side,6
pivot towards your right,6
veer to your right,6
head towards the right,6
shift your direction to the right,6
make a turn to the right side,6
move in the right direction,6
steer towards the right,6
turn right onto the next street,6
go rightward,6
lean towards the right side,6
move yourself to the right side,6
direct towards your right,6
shift towards the right direction,6
go towards your right,6
pivot to the right side,6
turn in the direction of the right,6
make a turn right at the next turn,6
move to your right side,6
steer to your right,6
turn in the right direction,6
go in the right direction,6
lean your course to the right,6
move in the direction of your right,6
direct yourself to the right side,6
go towards the right,6
lean in the direction of the right,6
move yourself to the right,6
direct towards the right side,6
shift towards the right,6
turn onto the right street,6
go in the direction of the right side,6
lean towards your right,6
move your course towards the right,6
direct yourself in the right direction,6
go in the direction of the right side,6
lean in the direction of your right,6
move yourself in the direction of the right,6
direct towards the right,6
shift in the direction of the right,6
halt wheelchair motion,7
bring wheelchair movement to a stop,7
cease movement of the wheelchair,7
put the wheelchair to a stop,7
bring the wheelchair to a standstill,7
stop the wheelchair's movement,7
come to a stop with the wheelchair,7
immobilize the wheelchair,7
bring the wheelchair to a complete halt,7
halt the operation of the wheelchair,7
stop the wheelchair from moving,7
come to a standstill with the wheelchair,7
bring the wheelchair to rest,7
halt the wheelchair's motion,7
put an end to wheelchair movement,7
stop the wheelchair's operation,7
bring the wheelchair to a controlled stop,7
come to a complete stop with the wheelchair,7
immobilize movement of the wheelchair,7
bring the wheelchair to a stationary position,7
bring the wheelchair to a safe stop,7
terminate wheelchair movement,7
come to a stop with the wheelchair,7
bring the wheelchair to a halt,7
bring the wheelchair to a stoppage,7
stop the wheelchair's progress,7
put the brakes on the wheelchair,7
cease the movement of the wheelchair,7
halt the wheelchair's advancement,7
immobilize the movement of the wheelchair,7
bring the wheelchair to a complete stoppage,7
put a halt to the wheelchair's motion,7
come to a stop with the wheelchair,7
come to a stop with the wheelchair,7
bring the wheelchair to a halt,7
come to a stop with the wheelchair,7
halt the wheelchair,7
stop the wheelchair,7
put the brakes on the wheelchair,7
cease the movement of the wheelchair,7
immobilize the wheelchair,7
bring the wheelchair to a complete stop,7
put a stop to the wheelchair,7
bring the wheelchair to rest,7
bring the wheelchair to a standstill,7
come to a standstill with the wheelchair,7
bring the wheelchair to a stoppage,7
bring the wheelchair to a controlled stop,7
terminate wheelchair movement,7
bring the wheelchair to a stationary position,7
put an end to wheelchair movement,7
park the wheelchair,7
freeze the wheelchair,7
stop the wheelchair's movement,7
halt the operation of the wheelchair,7
come to a complete stop with the wheelchair,7
stop wheelchair operation,7
